[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2022-05-30 01:38:15.064756 I | etcdmain: etcd Version: 3.4.13
2022-05-30 06:34:14.242414 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (103.397525ms) to execute
2022-05-30 06:34:14.242579 W | etcdserver: read-only range request "key:\"/registry/pods/gc-1025/simpletest-rc-to-be-deleted-x8647\" " with result "range_response_count:1 size:2456" took too long (119.226376ms) to execute
2022-05-30 06:34:14.242639 W | etcdserver: read-only range request "key:\"/registry/controllers/webhook-1832-markers/\" range_end:\"/registry/controllers/webhook-1832-markers0\" " with result "range_response_count:0 size:6" took too long (125.945329ms) to execute
2022-05-30 06:34:14.558376 W | etcdserver: read-only range request "key:\"/registry/pods/gc-1025/simpletest-rc-to-be-deleted-sffzn\" " with result "range_response_count:0 size:6" took too long (139.44729ms) to execute
2022-05-30 06:34:14.558696 W | etcdserver: read-only range request "key:\"/registry/pods/gc-1025/simpletest-rc-to-be-deleted-5pprr\" " with result "range_response_count:1 size:2486" took too long (106.739679ms) to execute
2022-05-30 06:34:14.558784 W | etcdserver: read-only range request "key:\"/registry/replicasets/webhook-1832-markers/\" range_end:\"/registry/replicasets/webhook-1832-markers0\" " with result "range_response_count:0 size:6" took too long (141.250272ms) to execute
2022-05-30 06:34:14.558905 W | etcdserver: read-only range request "key:\"/registry/configmaps/webhook-1832/\" range_end:\"/registry/configmaps/webhook-18320\" " with result "range_response_count:0 size:6" took too long (140.998926ms) to execute
2022-05-30 06:34:14.836532 W | etcdserver: request "header:<ID:5991336796231963548 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/namespaces/webhook-1832-markers\" mod_revision:45697 > success:<request_put:<key:\"/registry/namespaces/webhook-1832-markers\" value_size:1728 >> failure:<request_range:<key:\"/registry/namespaces/webhook-1832-markers\" > >>" with result "size:18" took too long (173.34624ms) to execute
2022-05-30 06:34:14.837565 W | etcdserver: read-only range request "key:\"/registry/controllers/gc-1025/simpletest-rc-to-stay\" " with result "range_response_count:1 size:1298" took too long (174.968271ms) to execute
2022-05-30 06:34:14.837815 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/ingress-5584/\" range_end:\"/registry/services/endpoints/ingress-55840\" " with result "range_response_count:0 size:6" took too long (172.870755ms) to execute
2022-05-30 06:34:14.838841 W | etcdserver: read-only range request "key:\"/registry/controllers/gc-1025/simpletest-rc-to-be-deleted\" " with result "range_response_count:1 size:1358" took too long (131.759972ms) to execute
2022-05-30 06:34:15.146990 W | etcdserver: read-only range request "key:\"/registry/controllers/gc-1025/simpletest-rc-to-stay\" " with result "range_response_count:1 size:1298" took too long (240.419544ms) to execute
2022-05-30 06:34:15.149827 W | etcdserver: read-only range request "key:\"/registry/controllers/gc-1025/simpletest-rc-to-be-deleted\" " with result "range_response_count:1 size:1358" took too long (197.869469ms) to execute
2022-05-30 06:34:15.150334 W | etcdserver: read-only range request "key:\"/registry/namespaces/webhook-1832-markers\" " with result "range_response_count:1 size:1795" took too long (293.494585ms) to execute
2022-05-30 06:34:15.151310 W | etcdserver: read-only range request "key:\"/registry/statefulsets/ingress-5584/\" range_end:\"/registry/statefulsets/ingress-55840\" " with result "range_response_count:0 size:6" took too long (243.24404ms) to execute
2022-05-30 06:34:15.152600 W | etcdserver: read-only range request "key:\"/registry/events/webhook-1832/webhook-to-be-mutated.16f3ce6a87c30da7\" " with result "range_response_count:1 size:779" took too long (293.865396ms) to execute
2022-05-30 06:34:15.616479 W | etcdserver: read-only range request "key:\"/registry/events/webhook-1832/\" range_end:\"/registry/events/webhook-18320\" " with result "range_response_count:0 size:6" took too long (363.336595ms) to execute
2022-05-30 06:34:15.617439 W | etcdserver: read-only range request "key:\"/registry/controllers/gc-1025/simpletest-rc-to-be-deleted\" " with result "range_response_count:0 size:6" took too long (364.314249ms) to execute
2022-05-30 06:34:15.621807 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy-e2e-job-8e0fe1b369e84dc8\" " with result "range_response_count:1 size:8691" took too long (168.672267ms) to execute
2022-05-30 06:34:15.621995 W | etcdserver: read-only range request "key:\"/registry/pods/gc-1025/simpletest-rc-to-be-deleted-x8647\" " with result "range_response_count:0 size:6" took too long (250.249772ms) to execute
2022-05-30 06:34:15.622054 W | etcdserver: read-only range request "key:\"/registry/rolebindings/ingress-5584/\" range_end:\"/registry/rolebindings/ingress-55840\" " with result "range_response_count:0 size:6" took too long (367.661083ms) to execute
2022-05-30 06:34:16.083629 W | etcdserver: read-only range request "key:\"/registry/statefulsets/webhook-1832/\" range_end:\"/registry/statefulsets/webhook-18320\" " with result "range_response_count:0 size:6" took too long (438.71229ms) to execute
2022-05-30 06:34:16.083894 W | etcdserver: read-only range request "key:\"/registry/secrets/ingress-5584/\" range_end:\"/registry/secrets/ingress-55840\" " with result "range_response_count:0 size:6" took too long (435.889029ms) to execute
2022-05-30 06:34:16.085294 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/ingress-5584/default\" " with result "range_response_count:1 size:222" took too long (440.370729ms) to execute
2022-05-30 06:34:16.541381 W | etcdserver: read-only range request "key:\"/registry/events/webhook-1832/\" range_end:\"/registry/events/webhook-18320\" " with result "range_response_count:0 size:6" took too long (447.81353ms) to execute
2022-05-30 06:34:16.541776 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/ingress-5584/default\" " with result "range_response_count:1 size:186" took too long (446.829008ms) to execute
2022-05-30 06:34:16.541869 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/ingress-5584/\" range_end:\"/registry/horizontalpodautoscalers/ingress-55840\" " with result "range_response_count:0 size:6" took too long (448.849977ms) to execute
2022-05-30 06:34:16.541952 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (401.333586ms) to execute
2022-05-30 06:34:16.543210 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22150" took too long (209.126615ms) to execute
2022-05-30 06:34:16.546607 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.2.15\" " with result "range_response_count:1 size:131" took too long (451.298992ms) to execute
2022-05-30 06:34:16.852031 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (297.618593ms) to execute
2022-05-30 06:34:16.852207 W | etcdserver: request "header:<ID:5991336796231963596 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/sonobuoy/sonobuoy\" mod_revision:45723 > success:<request_put:<key:\"/registry/pods/sonobuoy/sonobuoy\" value_size:4295 >> failure:<request_range:<key:\"/registry/pods/sonobuoy/sonobuoy\" > >>" with result "size:18" took too long (133.688793ms) to execute
2022-05-30 06:34:16.858449 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (287.562664ms) to execute
2022-05-30 06:34:16.858450 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/ingress-5584/\" range_end:\"/registry/serviceaccounts/ingress-55840\" " with result "range_response_count:1 size:186" took too long (300.056736ms) to execute
2022-05-30 06:34:17.273613 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (116.937415ms) to execute
2022-05-30 06:34:17.276845 W | etcdserver: read-only range request "key:\"/registry/ingressclasses/\" range_end:\"/registry/ingressclasses0\" count_only:true " with result "range_response_count:0 size:6" took too long (330.5229ms) to execute
2022-05-30 06:34:17.278181 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (402.719714ms) to execute
2022-05-30 06:34:17.278329 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/ingress-5584/default\" " with result "range_response_count:1 size:186" took too long (348.105779ms) to execute
2022-05-30 06:34:17.278458 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (397.250325ms) to execute
2022-05-30 06:34:17.278581 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (348.377641ms) to execute
2022-05-30 06:34:17.278741 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:418" took too long (401.362098ms) to execute
2022-05-30 06:34:17.279944 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22108" took too long (402.39617ms) to execute
2022-05-30 06:34:17.585907 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:482" took too long (297.570418ms) to execute
2022-05-30 06:34:17.589532 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy\" " with result "range_response_count:1 size:4353" took too long (299.118743ms) to execute
2022-05-30 06:34:18.181247 W | etcdserver: read-only range request "key:\"/registry/limitranges/ingress-5584/\" range_end:\"/registry/limitranges/ingress-55840\" " with result "range_response_count:0 size:6" took too long (494.45136ms) to execute
2022-05-30 06:34:18.183284 W | etcdserver: request "header:<ID:5991336796231963626 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-1025/simpletest-rc-to-be-deleted-kfm7p.16f3ce6d769242e6\" mod_revision:0 > success:<request_put:<key:\"/registry/events/gc-1025/simpletest-rc-to-be-deleted-kfm7p.16f3ce6d769242e6\" value_size:740 lease:5991336796231962215 >> failure:<>>" with result "size:18" took too long (468.041433ms) to execute
2022-05-30 06:34:18.560657 W | etcdserver: read-only range request "key:\"/registry/namespaces/ingress-5584\" " with result "range_response_count:1 size:1832" took too long (322.853915ms) to execute
2022-05-30 06:34:19.946336 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (636.467498ms) to execute
2022-05-30 06:34:19.946881 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (335.706009ms) to execute
2022-05-30 06:34:20.317266 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (181.163394ms) to execute
2022-05-30 06:34:20.317641 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (361.018803ms) to execute
2022-05-30 06:34:20.450799 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (125.763309ms) to execute
2022-05-30 06:34:21.587513 W | etcdserver: request "header:<ID:5991336796231963671 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-1025/simpletest-rc-to-be-deleted-sffzn.16f3ce6e37cdfe28\" mod_revision:0 > success:<request_put:<key:\"/registry/events/gc-1025/simpletest-rc-to-be-deleted-sffzn.16f3ce6e37cdfe28\" value_size:740 lease:5991336796231962215 >> failure:<>>" with result "size:18" took too long (369.405539ms) to execute
2022-05-30 06:34:21.588157 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/\" range_end:\"/registry/pods/kube-system0\" " with result "range_response_count:8 size:44741" took too long (553.130573ms) to execute
2022-05-30 06:34:21.588700 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (442.610159ms) to execute
